#"Step","Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
24500,49.00000000001392,-7124.666339384986,-5489.842370266054,313.09537553626495,59.3
25000,50.00000000001514,-7159.483694392056,-5672.376651548617,284.8051819870393,59.3
25500,51.000000000016364,-7099.95753345167,-5559.361699954746,295.0491552300172,59.3
26000,52.000000000017586,-7156.015787265966,-5524.36706238294,312.4872646293786,59.3
26500,53.00000000001881,-7104.182415134752,-5414.557574002649,323.5906336966438,59.3
27000,54.00000000002003,-7059.733031816146,-5466.928510178064,305.0479680249025,59.3
27500,55.00000000002125,-7181.406356019468,-5652.909170600802,292.73206737524055,59.3
28000,56.000000000022474,-7069.313140887978,-5499.39337883371,300.6651644134452,59.3
28500,57.0000000000237,-7033.33489437117,-5415.572662280922,309.8277754379034,59.3
29000,58.00000000002492,-6974.024946910507,-5354.587737523841,310.1485608285896,59.3
29500,59.00000000002614,-7020.91414351966,-5411.622665778982,308.2054882288509,59.3
30000,60.00000000002736,-7043.980436113791,-5405.5590048273625,313.784348043144,59.3
30500,61.000000000028585,-7051.584401153625,-5387.996502449656,318.6041358098126,59.3
31000,62.00000000002981,-7000.1245664304115,-5340.26019904426,317.8910190105151,59.3
31500,63.00000000003103,-6991.418448558868,-5384.786138255359,307.6962144213455,59.3
32000,64.00000000003224,-7032.323764906796,-5469.384666410977,299.3282538226965,59.3
32500,65.00000000002991,-7007.319301295809,-5324.625606778531,322.26320640584214,59.3
33000,66.00000000002758,-7116.561446035945,-5377.336794718593,333.08980393749084,59.3
33500,67.00000000002525,-7026.977916804824,-5359.042833720932,319.4366923123276,59.3
34000,68.00000000002292,-7071.057170557714,-5419.151056636883,316.36688405506766,59.3
34500,69.00000000002059,-7027.983498954238,-5372.513968891733,317.04933619434627,59.3
35000,70.00000000001826,-7087.589982582349,-5438.140840802552,315.8963339348651,59.3
35500,71.00000000001593,-7136.117819973715,-5427.804431729058,327.1697943811951,59.3
36000,72.0000000000136,-7048.699472821875,-5377.981373705334,319.9696851398891,59.3
36500,73.00000000001127,-6962.467282898995,-5381.032861463741,302.8704089358906,59.3
37000,74.00000000000894,-7037.022503563581,-5368.1717078975635,319.6120661630905,59.3
37500,75.00000000000661,-6956.423859556602,-5269.027075711853,323.1639244935263,59.3
38000,76.00000000000428,-7058.374650929263,-5370.582587263325,323.2396270073105,59.3
38500,77.00000000000195,-7033.4900600722285,-5396.030956145411,313.60004670444476,59.3
39000,77.99999999999962,-6968.576209979229,-5385.543830729033,303.1764438433858,59.3
39500,78.99999999999729,-7055.487111055039,-5507.002249530748,296.5600323883549,59.3
40000,79.99999999999496,-7091.908846423765,-5467.44433483709,311.11137095370316,59.3
40500,80.99999999999262,-6983.883217947405,-5407.394523033348,301.9232218798502,59.3
41000,81.9999999999903,-7136.326661649499,-5424.292977416138,327.8822915623548,59.3
41500,82.99999999998796,-7054.119615407877,-5378.290890054066,320.9484531731505,59.3
42000,83.99999999998563,-7144.742885280657,-5466.2079941007605,321.4667279364196,59.3
42500,84.9999999999833,-7102.956032966798,-5454.410102422313,315.72335429531336,59.3
43000,85.99999999998097,-7055.473567618864,-5423.8267541293735,312.4868985664337,59.3
43500,86.99999999997864,-7121.684343712566,-5427.36416436756,324.48986731984013,59.3
44000,87.99999999997631,-6951.722589457771,-5414.093779196812,294.4809220307024,59.3
44500,88.99999999997398,-7163.936795544991,-5651.940463786585,289.57188556299786,59.3
45000,89.99999999997165,-7074.678311003307,-5506.743274481714,300.2850571984009,59.3
45500,90.99999999996932,-7138.660071038943,-5568.352150618407,300.73950305280334,59.3
46000,91.99999999996699,-7076.375457212005,-5447.3792323819225,311.9792677343773,59.3
46500,92.99999999996466,-6998.201600569191,-5436.010092972479,299.1850780082207,59.3
47000,93.99999999996233,-7063.2114087552945,-5455.774993718638,307.8502135540662,59.3
47500,94.99999999996,-6978.915296743868,-5295.925230057916,322.3199664957367,59.3
48000,95.99999999995767,-6994.653154310237,-5328.352218514415,319.1237265322165,59.3
48500,96.99999999995534,-7041.266639026071,-5451.512277207666,304.46381281784255,59.3
49000,97.999999999953,-6990.495634788459,-5359.058776754459,312.4466886824188,59.3
49500,98.99999999995067,-7062.697044787967,-5408.868546438027,316.73505193499017,59.3
50000,99.99999999994834,-7066.379517929005,-5500.850541389463,299.8242575845753,59.3
