#"Step","Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
20500,41.00000000000414,-7083.343814964495,-5379.728842298996,326.2699713923172,31.9
21000,42.000000000005365,-6985.66913694588,-5396.674274010149,304.3183564308662,31.9
21500,43.00000000000659,-6969.2866213688785,-5324.08357059515,315.0831384574198,31.9
22000,44.00000000000781,-6984.396820809997,-5326.886207923386,317.44023674718,31.9
22500,45.00000000000903,-7045.9968778795155,-5383.304006080152,318.4327236026845,31.9
23000,46.00000000001025,-6992.07593051338,-5424.5646930845305,300.2038927803346,31.9
23500,47.000000000011475,-6942.506947546929,-5367.379992213484,301.66242660560204,31.9
24000,48.0000000000127,-7071.756210152168,-5417.223261302937,316.8699656613536,31.9
24500,49.00000000001392,-7087.459041393575,-5397.239962350447,323.7044399200812,31.9
25000,50.00000000001514,-6921.266606186322,-5366.826388318861,297.7005799738675,31.9
25500,51.000000000016364,-7010.6493419477865,-5331.400982874484,321.60336864039664,31.9
26000,52.000000000017586,-7050.6257676291825,-5415.041623496562,313.2409614133256,31.9
26500,53.00000000001881,-6981.35693095197,-5332.816513933811,315.72229836536104,31.9
27000,54.00000000002003,-7025.684622930041,-5244.383415716197,341.14814863914387,31.9
27500,55.00000000002125,-7095.473486719324,-5404.772465858344,323.7967396155209,31.9
28000,56.000000000022474,-7053.611755606286,-5327.325013801588,330.61198386998757,31.9
28500,57.0000000000237,-6984.294928951065,-5328.9465414205515,317.0261354294546,31.9
29000,58.00000000002492,-6996.10307215546,-5176.670562598538,348.4509131277433,31.9
29500,59.00000000002614,-6837.469990932449,-5227.376910180614,308.3590082411275,31.9
30000,60.00000000002736,-7079.610857209343,-5415.311995572841,318.7402967730469,31.9
30500,61.000000000028585,-7084.4833250071715,-5424.735164214803,317.86876355805794,31.9
31000,62.00000000002981,-7039.850940122333,-5476.391094693901,299.4279853286602,31.9
31500,63.00000000003103,-6966.710534338457,-5331.510703513187,313.1673591652787,31.9
32000,64.00000000003224,-7032.721110071385,-5280.487653626667,335.5812016681137,31.9
32500,65.00000000002991,-6863.290087338941,-5241.950330727567,310.51292956127713,31.9
33000,66.00000000002758,-6864.712872266999,-5165.924624233997,325.34557513316736,31.9
33500,67.00000000002525,-6904.977353774233,-5307.186312916921,306.0029675459855,31.9
34000,68.00000000002292,-6942.171333266511,-5291.8962439709285,316.05451631566746,31.9
34500,69.00000000002059,-6890.382134906677,-5189.969664227341,325.6566401829918,31.9
35000,70.00000000001826,-6878.762314814453,-5243.141490712254,313.2479862239883,31.9
35500,71.00000000001593,-7064.679441584078,-5367.258117793281,325.08378691191115,31.9
36000,72.0000000000136,-7028.143295789161,-5508.092551060614,291.1144366273608,31.9
36500,73.00000000001127,-7084.666955555767,-5579.02517409798,288.35488584295535,31.9
37000,74.00000000000894,-7053.328608808743,-5434.505344595938,310.0309803438402,31.9
37500,75.00000000000661,-6999.198370325828,-5315.861337733311,322.38641610919154,31.9
38000,76.00000000000428,-7027.417094049977,-5257.153647400499,339.0342379953931,31.9
38500,77.00000000000195,-6941.299299180731,-5448.662533861064,285.8642137653897,31.9
39000,77.99999999999962,-7051.603687102752,-5508.332478818824,295.56153300857926,31.9
39500,78.99999999999729,-6979.116562342517,-5361.28073265384,309.8418705748442,31.9
40000,79.99999999999496,-7006.722821989926,-5441.648257819756,299.7372302262026,31.9
40500,80.99999999999262,-7056.39422564698,-5508.169556778976,296.51020126343207,31.9
41000,81.9999999999903,-7133.934315762261,-5555.256704451969,302.34243496581087,31.9
41500,82.99999999998796,-7015.943243869994,-5324.7034097885335,323.8999311094046,31.9
42000,83.99999999998563,-7123.691526621634,-5580.174149701861,295.6086783055293,31.9
42500,84.9999999999833,-7133.367767873886,-5535.386094273383,306.0394768163696,31.9
43000,85.99999999998097,-7040.8870908254885,-5330.928089888161,327.4849559727374,31.9
43500,86.99999999997864,-6984.548449170435,-5360.927532409372,310.9498088260889,31.9
44000,87.99999999997631,-6966.407248109281,-5283.493192539547,322.3054091308911,31.9
44500,88.99999999997398,-7108.7118591441795,-5354.0284065954775,336.0504157637773,31.9
45000,89.99999999997165,-7010.1131806365465,-5366.648797443783,314.750155341514,31.9
45500,90.99999999996932,-6927.957428687705,-5260.8925632382725,319.27003148388,31.9
46000,91.99999999996699,-6945.187652453446,-5335.670834710063,308.2486445038403,31.9
46500,92.99999999996466,-7097.085764320704,-5560.0002758131495,294.3768670794459,31.9
47000,93.99999999996233,-7035.997929782105,-5330.501057244036,326.63038582130383,31.9
47500,94.99999999996,-6968.727680363252,-5289.754808612485,321.550608338166,31.9
48000,95.99999999995767,-6912.733543937797,-5178.830316608279,332.0706647070107,31.9
48500,96.99999999995534,-6905.73408760734,-5153.452401271878,335.590438476504,31.9
49000,97.999999999953,-6836.746613892823,-5266.27400810715,300.7710429783348,31.9
49500,98.99999999995067,-7028.340206586548,-5437.432183021635,304.68475780310564,31.9
50000,99.99999999994834,-6849.165230801775,-5273.2120889685875,301.8206547557184,31.9
