#"Step","Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
28500,57.0000000000237,-7083.503481773292,-5501.011871213479,303.0728778452162,59.6
29000,58.00000000002492,-6898.180277520801,-5265.3194012250715,312.7194113368751,59.6
29500,59.00000000002614,-6938.126109168442,-5263.325938515971,320.7514682215236,59.6
30000,60.00000000002736,-6822.826545132446,-5181.440128832544,314.35219088970643,59.6
30500,61.000000000028585,-7019.352438112774,-5393.733035463902,311.3325513729117,59.5
31000,62.00000000002981,-6956.269172543452,-5392.523708277444,299.48268598077976,59.5
31500,63.00000000003103,-7055.152471283178,-5403.085002709702,316.39778609499285,59.5
32000,64.00000000003224,-6991.228475720534,-5407.424940580201,303.3241327368573,59.5
32500,65.00000000002991,-7063.014111148339,-5455.046056987625,307.9520310918201,59.5
33000,66.00000000002758,-7059.082582068258,-5339.8421103294895,329.2625085661655,59.5
33500,67.00000000002525,-7156.424756404167,-5607.780852986176,296.590491497332,59.5
34000,68.00000000002292,-6986.247793513876,-5414.612326972197,300.99374972351063,59.5
34500,69.00000000002059,-7021.246114434136,-5362.575330635022,317.66242834358314,59.5
35000,70.00000000001826,-7182.328489024047,-5407.428147508557,339.9222787672557,59.6
35500,71.00000000001593,-7041.194799315001,-5489.834240022046,297.11077527555,59.5
36000,72.0000000000136,-6966.676180831187,-5420.7551175292665,296.06902333637413,59.6
36500,73.00000000001127,-7040.767742865619,-5498.066231442451,295.4524267953534,59.6
37000,74.00000000000894,-6933.858031151011,-5328.219384765312,307.50591162215744,59.6
37500,75.00000000000661,-6954.969569297062,-5320.672304689358,312.9945030571146,59.6
38000,76.00000000000428,-7010.209089500248,-5405.756475985373,307.2787670401696,59.6
38500,77.00000000000195,-6902.8451501219115,-5330.612363270073,301.10814627650814,59.6
39000,77.99999999999962,-7018.7727536289685,-5353.535759799312,318.9199643439089,59.6
39500,78.99999999999729,-6908.69850820425,-5379.170170358903,292.9295498335144,59.6
40000,79.99999999999496,-6910.401936422589,-5296.915632554361,309.00886564839203,59.6
40500,80.99999999999262,-6952.113063132581,-5319.475613731835,312.6766214531255,59.6
41000,81.9999999999903,-7052.276182414087,-5468.963664943929,303.23009486810656,59.6
41500,82.99999999998796,-6964.933982683626,-5361.764133558635,307.0330967992373,59.6
42000,83.99999999998563,-6983.342634819475,-5270.6673008148455,328.0051779280386,59.6
42500,84.9999999999833,-6925.236963258345,-5190.636963396355,332.20410797786957,59.6
43000,85.99999999998097,-7027.1832515449,-5318.75332917543,327.1921125611705,59.6
43500,86.99999999997864,-7000.187313798962,-5443.19897217218,298.1885871112768,59.6
44000,87.99999999997631,-7075.194541549204,-5469.131540104143,307.5871825168721,59.6
44500,88.99999999997398,-6963.693673890002,-5345.112880284128,309.9845432795645,59.6
45000,89.99999999997165,-6959.2548305947175,-5345.101208345502,309.1366679702592,59.6
45500,90.99999999996932,-7018.572979966215,-5329.773852136215,323.43249617157034,59.6
46000,91.99999999996699,-6992.772456048271,-5322.300011112654,319.9226383694223,59.6
46500,92.99999999996466,-6952.786723095613,-5274.149196380835,321.4863843104048,59.6
47000,93.99999999996233,-7020.732738446692,-5294.2354343287125,330.6523099771377,59.6
47500,94.99999999996,-6983.9327768448475,-5335.839777123814,315.63661067707716,59.6
48000,95.99999999995767,-6942.355656905739,-5342.992518625336,306.30404976790055,59.6
48500,96.99999999995534,-6920.669628120502,-5359.607457383731,298.9687916343056,59.6
49000,97.999999999953,-7009.386859230753,-5374.614844972959,313.0854253354688,59.6
49500,98.99999999995067,-7053.159698313581,-5485.327761846313,300.2653118613886,59.6
50000,99.99999999994834,-7042.792931285194,-5476.123132112056,300.04274367092654,59.6
