#"Step","Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
13000,25.99999999999647,-6982.8764500133475,-5387.579252426793,305.52535600484373,59.2
13500,26.999999999995914,-7076.271154387792,-5432.324589472682,314.8425009825655,59.2
14000,27.99999999999536,-7059.269941877961,-5459.739904402775,306.33601367781034,59.2
14500,28.999999999994806,-6966.422154929443,-5430.033989903667,294.24331829283545,59.2
15000,29.99999999999425,-6972.657695738435,-5282.230913636399,323.74421843352195,59.2
15500,30.999999999993697,-6948.28979613165,-5326.7586641936105,310.54958104847253,59.2
16000,31.999999999993143,-6930.770113791363,-5413.721742526797,290.5394332845164,59.2
16500,32.999999999994365,-6931.0655161825525,-5340.535927877982,304.612281296649,59.2
17000,33.99999999999559,-7016.1495081937355,-5320.37333799697,324.7687132452242,59.2
17500,34.99999999999681,-6921.045756034793,-5316.6104809361095,307.2754464515122,59.2
18000,35.99999999999803,-6966.399624858785,-5240.894568973538,330.4622783046634,59.2
18500,36.999999999999254,-6926.619934153072,-5198.915579572209,330.8834797697923,59.1
19000,38.000000000000476,-7027.204552860316,-5437.081446994467,304.53443329943065,59.1
19500,39.0000000000017,-6967.216376648142,-5361.963737779899,307.43198490532353,59.1
20000,40.00000000000292,-6985.40603249197,-5344.949502655501,314.17410251017793,59.1
20500,41.00000000000414,-6832.883533685834,-5246.263322888596,303.86357192983513,59.1
21000,42.000000000005365,-6983.053115258492,-5240.152785759368,333.79375608304963,59.1
21500,43.00000000000659,-7071.9806344953795,-5462.068161054031,308.32441900413954,59.1
22000,44.00000000000781,-7058.284419312512,-5459.108772833657,306.268142038919,59.1
22500,45.00000000000903,-6901.053778379295,-5336.357658906106,299.6647519124764,59.1
23000,46.00000000001025,-7051.198310941429,-5454.194660330149,305.8521695093578,59.1
23500,47.000000000011475,-7129.207594680212,-5554.22583736558,301.6346188237942,59.1
24000,48.0000000000127,-6943.571377644716,-5312.080116050996,312.457107848814,59.1
24500,49.00000000001392,-6949.280236112098,-5268.059998809022,321.98101538801296,59.1
25000,50.00000000001514,-6945.921196079037,-5323.652421453492,310.69085161864933,59.1
25500,51.000000000016364,-6955.715334721299,-5380.981769938823,301.587085917788,59.1
26000,52.000000000017586,-6966.197714893831,-5372.435643685691,305.2313543392062,59.1
26500,53.00000000001881,-7065.2925872711485,-5466.785882119519,306.1400288964549,59.1
27000,54.00000000002003,-6881.845436962077,-5273.763963568684,307.97375271929764,59.1
27500,55.00000000002125,-7003.662451970636,-5307.141645025546,324.91132329178487,59.1
28000,56.000000000022474,-6928.112474404163,-5267.810586214724,317.9748113592925,59.1
28500,57.0000000000237,-6966.223786105747,-5320.196584910395,315.2409766654661,59.1
29000,58.00000000002492,-7024.295966882567,-5410.293249931913,309.10776715156794,59.1
29500,59.00000000002614,-7092.389767715049,-5513.751854921105,302.3348320543543,59.1
30000,60.00000000002736,-6941.834903319657,-5353.180274457061,304.25319607298627,59.1
30500,61.000000000028585,-6991.118913505855,-5358.874071366352,312.60143077803195,59.1
31000,62.00000000002981,-6938.457935660269,-5269.746336436088,319.5854077808712,59.1
31500,63.00000000003103,-6980.4574008477575,-5226.551621948013,335.9014786135004,59.1
32000,64.00000000003224,-7061.73107774093,-5334.419581888652,330.8082409346134,59.1
32500,65.00000000002991,-6997.646512293495,-5368.844245509828,311.94212161434984,59.1
33000,66.00000000002758,-7014.328522427457,-5410.431670467255,307.1723296646747,59.1
33500,67.00000000002525,-7151.410731941888,-5548.786494190775,306.9286033484267,59.1
34000,68.00000000002292,-7101.337379863669,-5493.735624170455,307.881878978561,59.1
34500,69.00000000002059,-6911.332711397543,-5291.443770227025,310.23507481124346,59.1
35000,70.00000000001826,-6955.305223763398,-5247.648850375926,327.0439653516917,59.1
35500,71.00000000001593,-6839.251699256767,-5292.276154222035,296.27097373615254,59.1
36000,72.0000000000136,-6994.210783088777,-5359.336683178953,313.10497639794613,59.1
36500,73.00000000001127,-7179.981256380566,-5582.666781642686,305.9116973842128,59.1
37000,74.00000000000894,-7029.023895945125,-5331.570057180462,325.0900140581639,59.1
37500,75.00000000000661,-7151.485853925774,-5489.003593274172,318.3923881429371,59.1
38000,76.00000000000428,-7046.832372869869,-5386.843493626821,317.914865055918,59.1
38500,77.00000000000195,-7081.092331619259,-5374.8538069684855,326.7724242616075,59.1
39000,77.99999999999962,-6985.465083081668,-5359.122721983918,311.4710096725968,59.1
39500,78.99999999999729,-6918.832593452588,-5257.910831496827,318.09352726590856,59.1
40000,79.99999999999496,-7092.015509236439,-5381.1867474163155,327.6515293258136,59.1
40500,80.99999999999262,-7072.284010868708,-5405.343958573481,319.24612773514247,59.1
41000,81.9999999999903,-7155.337214814694,-5428.047364146917,330.8040955297882,59.1
41500,82.99999999998796,-7072.710563375752,-5496.559463953567,301.8585668531909,59.1
42000,83.99999999998563,-7003.124135732966,-5426.250632495357,301.99691893155,59.1
42500,84.9999999999833,-7003.40938355119,-5410.9910241143425,304.97401168361006,59.1
43000,85.99999999998097,-6999.187749065317,-5472.2786552220805,292.4279220130562,59.1
43500,86.99999999997864,-6967.679118429953,-5390.763583678543,302.0049686499578,59.1
44000,87.99999999997631,-6929.186539939077,-5296.0086882952555,312.7801172706767,59.2
44500,88.99999999997398,-7072.520066700715,-5489.728820958937,303.13026285521914,59.2
45000,89.99999999997165,-6971.65035979265,-5338.562011732836,312.76297587883516,59.1
45500,90.99999999996932,-6915.885782175592,-5296.991603223589,310.0445616696098,59.2
46000,91.99999999996699,-7025.66285344887,-5435.234397364513,304.5929128318695,59.2
46500,92.99999999996466,-7068.05043815207,-5402.810878734211,318.920455695771,59.2
47000,93.99999999996233,-7023.178230658367,-5394.731992879324,311.87393627023323,59.2
47500,94.99999999996,-7038.885191033201,-5483.2461065683565,297.9301824231931,59.2
48000,95.99999999995767,-7112.985682178499,-5448.215763083333,318.83051193670093,59.2
48500,96.99999999995534,-6989.216830020732,-5489.051431367974,287.30606947904744,59.2
49000,97.999999999953,-6956.230318214963,-5353.972882825761,306.8583547311934,59.2
49500,98.99999999995067,-6984.561972290615,-5293.5708589822,323.85229703667784,59.2
50000,99.99999999994834,-7001.461202778471,-5404.979123029199,305.7522802075161,59.2
