#"Step","Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
29000,58.00000000002492,-7010.889464710718,-5440.11202117155,300.8294243653898,59.7
29500,59.00000000002614,-6972.947783726908,-5347.957155076063,311.21213092718875,59.7
30000,60.00000000002736,-7063.038693847358,-5390.33029098454,320.35086067355076,59.7
30500,61.000000000028585,-7008.14282141164,-5326.774274972158,322.0094189994327,59.7
31000,62.00000000002981,-6975.7379636271235,-5336.202075411558,313.9977846683331,59.7
31500,63.00000000003103,-6964.5876462625,-5488.808837430943,282.6356409544199,59.7
32000,64.00000000003224,-6942.884415698013,-5298.081815249145,315.00644570810016,59.7
32500,65.00000000002991,-7000.0053234368825,-5317.268580521647,322.2714508741024,59.7
33000,66.00000000002758,-6904.240460766553,-5213.994539932359,323.7095805595706,59.7
33500,67.00000000002525,-6898.5352934954135,-5223.954819312977,320.7093927748157,59.8
34000,68.00000000002292,-6996.519677209324,-5260.091982528967,332.5541412574959,59.8
34500,69.00000000002059,-7003.255873986511,-5421.763546021177,302.88149897807483,59.8
35000,70.00000000001826,-6833.880375398826,-5221.632729990561,308.77164241028885,59.8
35500,71.00000000001593,-6893.643806913415,-5210.1797126380225,322.41075048773473,59.8
36000,72.0000000000136,-6960.790692943601,-5321.988559882361,313.8572586239793,59.8
36500,73.00000000001127,-6968.426326532252,-5318.95005688956,315.9015293617616,59.8
37000,74.00000000000894,-7054.79655125216,-5444.532812566799,308.39169201063095,59.8
37500,75.00000000000661,-6952.15897231981,-5352.644362251123,306.33305907858585,59.8
38000,76.00000000000428,-7078.105268249234,-5414.0535903462605,318.6929570683829,59.8
38500,77.00000000000195,-6965.976382720846,-5265.05687838178,325.75374537419384,59.8
39000,77.99999999999962,-7099.650678385919,-5395.815927885852,326.3120624216562,59.8
39500,78.99999999999729,-7008.672162092644,-5374.404589269682,312.9888165974896,59.8
40000,79.99999999999496,-7039.517932735765,-5287.081344414852,335.62010472572854,59.8
40500,80.99999999999262,-6923.324653954381,-5285.103318613179,313.7460264156798,59.8
41000,81.9999999999903,-7026.959792560334,-5434.392811058542,305.00247522593355,59.8
41500,82.99999999998796,-6982.750951798117,-5404.40593498504,302.27873771095415,59.8
42000,83.99999999998563,-7081.346413261106,-5524.325487572818,298.1948274889361,59.8
42500,84.9999999999833,-7057.030250056292,-5530.47128277387,292.36086708291447,59.8
43000,85.99999999998097,-7075.752063140168,-5360.236930119473,328.5490456203269,59.8
43500,86.99999999997864,-6888.688924120507,-5237.694565369661,316.192268113085,59.8
44000,87.99999999997631,-7071.008236221025,-5397.450669428866,320.51348937509357,59.8
44500,88.99999999997398,-7128.020309395151,-5589.219583450716,294.7053629417396,59.8
45000,89.99999999997165,-7010.425918804467,-5405.803133021648,307.3113577968163,59.8
45500,90.99999999996932,-7012.1649725337975,-5369.561068558235,314.58535957833726,59.8
46000,91.99999999996699,-6920.269589512025,-5285.0763562670945,313.16609562135403,59.8
46500,92.99999999996466,-6962.70592828053,-5321.148416394669,314.3849584767681,59.8
47000,93.99999999996233,-6932.950884814825,-5234.957444721193,325.1933564876394,59.8
47500,94.99999999996,-7012.924754914751,-5251.115442661721,337.4151337776365,59.8
48000,95.99999999995767,-6889.580238212251,-5228.727348083065,318.08033719112825,59.8
48500,96.99999999995534,-6963.723374048495,-5522.745124109963,275.9707680009387,59.8
49000,97.999999999953,-7100.591500349763,-5483.133500876391,309.76950994435157,59.8
49500,98.99999999995067,-7039.253894152018,-5407.325969958591,312.54073583764995,59.8
50000,99.99999999994834,-6929.889481687467,-5370.853670090319,298.5807109064867,59.8
